Name,Age,Purpose,Depature,Destination,PeriodOfStay
장해준,62,tourism,kimpo,saporo,40
안예원,57,tourism,kimpo,tokyo,34
견민규,9,other,jeju,fukuoka,39
용준,46,tourism,incheon,osaka,49
전보경,76,business,busan,fukuoka,55
채혜진,2,business,kimpo,tokyo,79
목윤진,25,business,jeju,osaka,78
범현수,64,business,jeju,fukuoka,13
배찬희,4,tourism,incheon,fukuoka,55
어윤하,71,tourism,jeju,tokyo,22
윤유빈,45,other,incheon,tokyo,43
설은호,60,other,incheon,fukuoka,67
홍지윤,70,other,kimpo,saporo,42
현유이,4,tourism,kimpo,saporo,89
맹재하,77,other,busan,tokyo,11
국세희,44,tourism,incheon,fukuoka,90
차지온,61,tourism,busan,fukuoka,3
추시윤,33,business,busan,osaka,82
기다빈,27,other,jeju,osaka,61
목은솔,40,tourism,jeju,tokyo,31
국다혜,40,business,jeju,osaka,34
손경민,33,business,incheon,saporo,8
사세현,67,other,jeju,tokyo,26
승태인,33,tourism,jeju,fukuoka,3
진시준,9,other,incheon,tokyo,80
태설,25,business,kimpo,fukuoka,65
피정훈,48,business,busan,tokyo,82
금다희,18,business,jeju,tokyo,44
갈준석,71,business,busan,tokyo,79
승예담,65,tourism,incheon,osaka,75
부연재,27,tourism,kimpo,fukuoka,12
제유빈,46,tourism,jeju,saporo,68
용승환,66,business,jeju,saporo,71
탁서율,21,other,jeju,tokyo,67
심서연,64,tourism,incheon,fukuoka,11
한온유,13,business,incheon,tokyo,22
왕지유,12,tourism,incheon,tokyo,23
복진호,53,business,kimpo,tokyo,51
기하연,74,other,incheon,tokyo,51
명주혁,24,tourism,incheon,tokyo,48
부도겸,0,business,busan,fukuoka,15
승동윤,9,other,incheon,fukuoka,86
감태우,65,other,busan,osaka,74
반예인,65,business,incheon,osaka,81
승유민,60,other,kimpo,osaka,64
변산,28,business,busan,fukuoka,45
명효은,28,tourism,kimpo,osaka,30
왕주완,20,business,incheon,saporo,7
안윤,47,tourism,busan,osaka,26
모지유,58,other,incheon,tokyo,10
모지완,2,other,incheon,fukuoka,76
가혜진,79,other,jeju,osaka,85
범세준,15,tourism,busan,fukuoka,76
범유정,14,business,kimpo,saporo,68
임혜민,0,business,incheon,tokyo,55
서민아,40,business,kimpo,tokyo,55
천이현,61,other,jeju,saporo,35
변다연,68,other,jeju,fukuoka,51
정승훈,3,tourism,busan,osaka,6
국윤우,10,other,busan,tokyo,48
도지혁,48,other,jeju,tokyo,67
길현우,23,other,busan,osaka,33
가유진,45,other,jeju,saporo,69
호민주,54,tourism,jeju,saporo,24
민준영,2,other,jeju,osaka,34
라시준,51,other,jeju,osaka,2
남라희,37,other,jeju,saporo,81
탁서은,30,tourism,jeju,tokyo,37
장은수,17,business,busan,saporo,6
국아준,15,other,kimpo,tokyo,27
최예성,1,business,incheon,osaka,73
문수빈,6,tourism,jeju,tokyo,78
정예린,71,business,jeju,saporo,31
백준석,12,other,jeju,saporo,57
가세현,37,tourism,jeju,fukuoka,80
갈하민,24,tourism,kimpo,tokyo,7
육세아,12,business,incheon,saporo,22
온로이,36,business,incheon,fukuoka,34
봉동윤,40,business,kimpo,osaka,11
선율,0,tourism,jeju,tokyo,17
좌시윤,74,business,jeju,osaka,50
육가현,1,other,busan,saporo,17
은하랑,20,business,busan,fukuoka,15
라보미,18,business,incheon,saporo,70
온주환,69,other,kimpo,osaka,78
한이든,68,other,kimpo,fukuoka,17
경희찬,2,other,kimpo,saporo,20
조유건,36,tourism,incheon,tokyo,27
감하율,6,tourism,incheon,saporo,4
좌주환,25,other,incheon,tokyo,17
양은비,6,business,busan,tokyo,65
도다희,62,other,kimpo,tokyo,85
원주은,75,tourism,kimpo,saporo,76
허세린,66,other,jeju,osaka,90
조유민,36,other,incheon,osaka,84
유은재,78,other,kimpo,saporo,43
신은유,40,business,incheon,fukuoka,12
하가람,41,other,busan,osaka,26
빈규민,21,other,kimpo,fukuoka,82
빈수민,8,other,busan,tokyo,26
원세희,50,business,incheon,tokyo,16
하연재,5,tourism,incheon,tokyo,52
배주연,56,tourism,kimpo,saporo,21
김예린,12,tourism,incheon,saporo,46
장다희,16,other,kimpo,osaka,34
조해준,10,other,kimpo,fukuoka,26
하지운,45,tourism,jeju,saporo,59
표주호,77,business,busan,saporo,28
전지효,72,business,incheon,saporo,68
원정원,2,tourism,kimpo,osaka,89
민슬아,40,other,busan,saporo,33
복채린,78,other,busan,osaka,14
신리원,38,business,kimpo,tokyo,3
육수아,68,other,kimpo,osaka,21
옥라온,11,business,jeju,tokyo,75
석주연,28,tourism,incheon,saporo,34
어현민,57,other,jeju,tokyo,28
방동우,36,business,incheon,fukuoka,63
이서하,40,other,jeju,fukuoka,52
현유경,45,business,jeju,saporo,81
사연수,77,other,jeju,fukuoka,50
형상민,13,other,busan,fukuoka,48
남석현,37,business,kimpo,saporo,13
탁서율,72,tourism,incheon,fukuoka,69
노연준,53,tourism,jeju,fukuoka,32
간현수,35,other,incheon,tokyo,81
윤지민,78,business,jeju,saporo,50
당준우,61,tourism,incheon,osaka,32
동도영,42,business,jeju,fukuoka,52
시여원,42,tourism,busan,saporo,77
동동욱,17,tourism,jeju,tokyo,33
허하람,6,other,kimpo,fukuoka,79
석시은,58,other,incheon,tokyo,63
배채율,57,business,busan,osaka,77
견서준,67,tourism,kimpo,saporo,64
구준원,5,other,incheon,tokyo,59
신수아,28,business,incheon,fukuoka,48
사다솜,69,other,incheon,tokyo,6
반현,19,business,busan,saporo,74
진연주,7,other,busan,tokyo,53
문선율,63,other,kimpo,tokyo,70
마채은,27,other,jeju,tokyo,46
피지인,57,other,kimpo,fukuoka,30
표다현,22,business,jeju,osaka,15
지지안,43,tourism,incheon,saporo,36
탁서우,70,other,busan,osaka,3
도선우,59,business,busan,tokyo,25
임성준,27,other,incheon,osaka,8
예가을,35,tourism,incheon,saporo,82
고태린,43,tourism,kimpo,tokyo,79
금태린,14,business,kimpo,fukuoka,72
송다혜,41,business,busan,osaka,66
심다율,18,business,incheon,osaka,37
윤준혁,38,tourism,busan,saporo,8
김태율,8,business,kimpo,tokyo,13
길지웅,80,other,incheon,osaka,16
기현우,51,business,jeju,saporo,57
현재준,48,business,kimpo,osaka,47
국재우,3,other,kimpo,osaka,32
피승우,10,business,busan,fukuoka,55
백도은,15,other,jeju,osaka,24
고찬,33,other,busan,fukuoka,43
구은지,17,other,kimpo,saporo,12
상상민,19,other,busan,osaka,63
맹소희,22,other,busan,fukuoka,75
나민서,50,tourism,jeju,fukuoka,51
형동혁,20,business,incheon,osaka,69
탁주안,73,business,busan,tokyo,42
정은우,66,business,busan,fukuoka,7
팽도연,80,tourism,incheon,tokyo,88
금하람,51,other,incheon,osaka,71
곽주완,24,other,jeju,fukuoka,77
염하음,27,business,kimpo,tokyo,49
심호준,7,business,jeju,tokyo,59
구지원,68,other,busan,saporo,88
위소율,73,business,kimpo,osaka,28
변하성,58,tourism,incheon,osaka,77
공은찬,35,tourism,jeju,osaka,74
안태오,6,other,kimpo,fukuoka,54
송하민,32,tourism,kimpo,fukuoka,51
명소담,51,tourism,incheon,saporo,65
옥현진,66,tourism,kimpo,saporo,20
장세영,46,tourism,busan,tokyo,84
조은채,24,other,incheon,saporo,18
편태율,70,other,incheon,fukuoka,72
송성민,44,tourism,busan,tokyo,67
윤민지,49,other,incheon,tokyo,89
공서희,32,other,busan,osaka,68
시건후,46,business,incheon,saporo,73
마준,49,tourism,kimpo,tokyo,84
지서윤,76,business,jeju,fukuoka,37
옥소현,69,business,busan,fukuoka,54
엄소정,58,business,busan,osaka,58
박태건,80,business,busan,osaka,42
안윤채,71,business,jeju,saporo,4
박이솔,13,tourism,kimpo,osaka,32
전주원,10,other,kimpo,tokyo,72
윤민혁,52,business,kimpo,fukuoka,81
서혜원,31,business,incheon,osaka,11
가산,2,other,incheon,tokyo,4
정이준,34,business,incheon,osaka,75
황소정,54,other,kimpo,tokyo,24
한태린,60,tourism,busan,tokyo,31
고현서,64,tourism,kimpo,osaka,66
민수진,70,business,busan,tokyo,87
원동혁,77,business,busan,saporo,36
채지영,79,other,busan,fukuoka,3
승은우,75,other,kimpo,tokyo,87
당단우,30,tourism,busan,fukuoka,59
온이안,68,tourism,jeju,tokyo,36
은채이,11,other,incheon,fukuoka,69
왕예원,19,other,incheon,fukuoka,26
민태환,10,tourism,incheon,fukuoka,90
옥다영,48,other,busan,saporo,43
민예주,27,business,kimpo,saporo,37
국서진,69,business,kimpo,saporo,38
남소이,0,business,incheon,fukuoka,89
전수현,14,business,incheon,saporo,55
권우진,34,other,busan,fukuoka,33
반연서,69,business,kimpo,fukuoka,2
좌정윤,5,other,kimpo,osaka,16
단도영,34,other,busan,fukuoka,64
고대현,43,tourism,incheon,fukuoka,61
채서영,42,tourism,kimpo,osaka,7
배도훈,66,tourism,jeju,fukuoka,39
목수민,1,tourism,kimpo,osaka,69
방시호,13,business,busan,osaka,53
전은설,18,business,kimpo,fukuoka,46
연하영,72,other,busan,fukuoka,20
장건후,62,business,jeju,tokyo,13
함혜린,79,other,busan,tokyo,29
라재율,40,business,incheon,osaka,13
범민수,47,tourism,kimpo,fukuoka,37
이태하,49,other,incheon,osaka,64
연은재,36,business,busan,saporo,49
제태환,55,business,incheon,tokyo,69
백이서,5,business,kimpo,saporo,28
마우빈,52,tourism,jeju,fukuoka,11
지다원,35,other,incheon,tokyo,5
표연지,66,other,busan,osaka,40
배가연,71,business,kimpo,fukuoka,2
민상우,27,other,busan,fukuoka,59
송현서,40,business,incheon,fukuoka,9
봉지안,66,other,incheon,osaka,78
은지유,65,tourism,busan,fukuoka,68
금혜린,41,business,kimpo,tokyo,72
도용준,39,business,busan,fukuoka,10
채태리,9,business,incheon,saporo,74
좌연준,9,business,jeju,osaka,50
모지인,75,other,jeju,osaka,1
기윤진,63,business,busan,fukuoka,5
양하윤,56,other,kimpo,osaka,46
음소이,0,other,incheon,tokyo,55
홍재민,41,tourism,busan,saporo,76
원지우,51,tourism,kimpo,saporo,82
우아준,65,business,kimpo,osaka,58
최유은,79,business,incheon,osaka,25
라가인,43,tourism,incheon,saporo,33
용우준,44,tourism,kimpo,fukuoka,22
길소희,51,tourism,kimpo,tokyo,59
원준호,40,tourism,incheon,fukuoka,6
노주한,9,other,kimpo,saporo,37
라지혜,53,tourism,jeju,tokyo,84
채윤,42,tourism,busan,saporo,42
제지영,35,other,incheon,saporo,78
차설아,60,tourism,jeju,fukuoka,57
동진호,0,other,incheon,saporo,42
견이든,57,other,jeju,osaka,15
허효은,41,tourism,kimpo,tokyo,88
박윤하,21,other,kimpo,osaka,62
한가온,40,business,kimpo,saporo,40
박지성,18,business,busan,fukuoka,90
유형준,77,business,incheon,tokyo,57
인아윤,63,other,jeju,saporo,1
신이현,14,tourism,kimpo,osaka,31
갈범준,23,tourism,jeju,saporo,83
봉보경,69,tourism,kimpo,saporo,64
어하늘,19,business,jeju,fukuoka,60
서승주,48,business,jeju,fukuoka,31
류연재,64,tourism,kimpo,fukuoka,44
사지혜,20,tourism,kimpo,fukuoka,52
배원준,8,tourism,incheon,osaka,80
라하빈,29,other,jeju,tokyo,44
갈수연,77,other,busan,fukuoka,22
주가영,28,other,kimpo,saporo,61
마이현,70,other,jeju,tokyo,85
호상우,24,other,busan,osaka,30
지태율,8,tourism,kimpo,osaka,90
어이한,68,business,jeju,saporo,33
임유준,43,other,incheon,tokyo,1
송윤건,48,tourism,busan,saporo,87
우민지,72,tourism,jeju,saporo,13
배소미,39,tourism,busan,osaka,3
노원준,0,other,jeju,osaka,25
조승유,55,other,jeju,fukuoka,80
고재준,7,tourism,jeju,saporo,38
선민수,18,tourism,busan,fukuoka,4
선준우,80,tourism,jeju,osaka,68
오연서,69,other,busan,osaka,67
곽승원,13,business,jeju,fukuoka,67
석서은,61,other,busan,fukuoka,89
편은율,70,other,kimpo,saporo,20
형승민,80,business,busan,tokyo,36
유유이,8,other,busan,tokyo,57
편윤아,65,other,kimpo,osaka,37
편준석,24,business,incheon,tokyo,51
국유리,43,other,incheon,tokyo,23
선하민,77,tourism,incheon,osaka,6
염하온,51,other,incheon,tokyo,22
신은비,36,other,incheon,fukuoka,21
동혜성,8,other,busan,osaka,4
원수정,18,tourism,kimpo,fukuoka,84
서하진,48,other,kimpo,saporo,80
감가람,21,business,jeju,saporo,23
장윤지,17,business,kimpo,saporo,89
변다온,1,tourism,jeju,osaka,75
임가윤,7,other,kimpo,saporo,33
태민재,57,other,jeju,tokyo,75
예승현,46,other,kimpo,tokyo,69
석연호,27,business,jeju,saporo,39
성지우,75,other,kimpo,tokyo,10
성은수,36,tourism,busan,saporo,67
여정민,38,tourism,kimpo,saporo,57
팽채민,16,tourism,incheon,fukuoka,11
노재윤,38,business,incheon,saporo,23
왕지아,54,tourism,jeju,tokyo,63
소성준,37,other,jeju,tokyo,27
위재영,42,business,busan,osaka,87
장준석,56,other,incheon,osaka,58
최진혁,45,other,jeju,osaka,64
단채현,15,other,incheon,fukuoka,37
선주영,55,tourism,incheon,tokyo,60
손이서,6,business,jeju,osaka,60
명예빈,53,other,incheon,saporo,25
허민석,74,other,kimpo,saporo,1
가하람,74,other,incheon,saporo,73
편동우,31,tourism,incheon,osaka,1
신진서,58,other,jeju,fukuoka,90
당신우,50,business,busan,fukuoka,70
노예담,14,business,jeju,osaka,66
구도윤,74,business,jeju,osaka,26
라윤찬,33,business,incheon,tokyo,32
하예원,60,business,kimpo,fukuoka,38
석태하,45,other,jeju,osaka,37
옥은채,76,other,incheon,fukuoka,52
가민찬,77,tourism,incheon,saporo,55
백태우,20,business,kimpo,fukuoka,85
호소은,71,tourism,jeju,osaka,72
함규민,68,business,busan,tokyo,12
손혜린,3,business,busan,tokyo,18
시혜윤,10,tourism,incheon,saporo,43
허진혁,61,other,incheon,tokyo,54
기채영,69,business,incheon,tokyo,8
차가온,16,tourism,kimpo,saporo,37
진은혁,64,business,busan,fukuoka,9
시효원,3,business,busan,tokyo,1
제정현,9,business,kimpo,tokyo,75
여지운,32,other,incheon,saporo,53
이예준,4,other,incheon,tokyo,22
변아준,34,tourism,incheon,saporo,16
하현석,52,business,incheon,osaka,57
범서은,66,business,kimpo,tokyo,89
예준수,73,tourism,kimpo,saporo,18
진서호,6,other,jeju,fukuoka,37
권정원,3,tourism,jeju,tokyo,27
소주완,73,business,kimpo,tokyo,30
두리원,12,business,kimpo,saporo,22
박가영,15,other,jeju,fukuoka,28
인현,59,tourism,busan,fukuoka,80
지소은,38,business,incheon,tokyo,14
석라희,56,business,kimpo,osaka,14
장한별,54,tourism,busan,saporo,73
시하율,48,tourism,incheon,tokyo,11
동예담,3,business,busan,saporo,22
홍예빈,69,other,busan,tokyo,90
박도경,44,business,busan,osaka,28
동윤,26,tourism,incheon,osaka,13
배우찬,65,other,incheon,saporo,57
고동현,68,business,jeju,saporo,81
민다혜,15,other,incheon,osaka,33
채보민,9,other,jeju,fukuoka,60
공민주,52,business,busan,tokyo,64
공주원,67,other,incheon,fukuoka,50
어시준,79,tourism,kimpo,saporo,50
조서빈,53,business,busan,tokyo,86
오재호,69,tourism,busan,saporo,4
좌솔,3,tourism,jeju,tokyo,12
현태인,14,business,jeju,saporo,16
옥연지,32,other,incheon,osaka,17
현로이,46,other,jeju,tokyo,62
변연우,62,other,busan,saporo,47
천나연,58,other,kimpo,tokyo,1
엄은우,2,business,jeju,fukuoka,3
설수호,8,tourism,incheon,tokyo,78
고현지,9,business,incheon,saporo,18
성수빈,76,business,busan,osaka,43
신수호,49,tourism,incheon,tokyo,16
함윤주,61,business,busan,osaka,88
명우찬,70,tourism,incheon,saporo,66
황태이,20,business,busan,osaka,49
권성현,14,tourism,kimpo,osaka,90
신현지,30,business,jeju,fukuoka,90
방정현,74,other,jeju,osaka,75
문지윤,15,tourism,busan,osaka,63
도진호,58,other,kimpo,saporo,32
길아현,66,tourism,jeju,osaka,33
모다윤,14,other,kimpo,osaka,63
국수민,0,business,jeju,fukuoka,38
권하은,22,tourism,kimpo,saporo,6
추서원,52,tourism,busan,tokyo,87
나재현,14,tourism,jeju,tokyo,24
동준현,66,other,kimpo,saporo,83
위정원,23,business,kimpo,saporo,72
권나은,68,other,incheon,tokyo,81
장하율,5,tourism,busan,saporo,34
금동훈,50,tourism,kimpo,osaka,17
양승유,64,business,busan,fukuoka,23
염우빈,67,business,kimpo,fukuoka,44
견채율,68,business,incheon,fukuoka,59
안윤채,70,tourism,incheon,saporo,84
김소미,57,business,busan,saporo,29
조태환,72,business,jeju,tokyo,15
복연주,20,other,incheon,osaka,75
차다온,21,business,incheon,fukuoka,68
좌은빈,37,business,jeju,saporo,8
육수빈,1,tourism,incheon,tokyo,3
도윤서,46,tourism,incheon,osaka,41
엄승우,44,tourism,kimpo,fukuoka,27
길지호,77,tourism,busan,tokyo,57
함지수,25,tourism,busan,osaka,74
윤시온,20,business,incheon,osaka,49
팽소영,39,other,incheon,saporo,48
육승훈,46,business,incheon,saporo,19
표상현,75,business,jeju,fukuoka,10
류서후,61,tourism,incheon,fukuoka,55
시시호,63,tourism,busan,fukuoka,62
어원준,68,tourism,kimpo,saporo,81
용성준,8,other,busan,osaka,58
태서호,52,tourism,kimpo,osaka,32
김준희,34,other,busan,saporo,58
감시현,2,other,kimpo,osaka,24
두주환,43,business,jeju,osaka,82
빈시헌,5,other,incheon,osaka,57
육준후,64,tourism,jeju,tokyo,49
탁연준,67,other,busan,osaka,72
제지웅,34,other,busan,saporo,63
소민결,38,tourism,kimpo,fukuoka,79
권시안,56,business,kimpo,fukuoka,57
강하온,78,other,kimpo,osaka,13
용하린,1,tourism,jeju,osaka,76
황지혁,34,tourism,jeju,tokyo,58
신하람,0,tourism,jeju,fukuoka,60
단채아,14,business,incheon,fukuoka,36
경도하,51,business,kimpo,osaka,70
반나린,5,tourism,incheon,saporo,46
설가현,51,tourism,jeju,osaka,71
예하연,74,other,busan,tokyo,88
음지후,59,tourism,incheon,fukuoka,19
연가영,40,business,jeju,fukuoka,35
배유리,48,other,jeju,tokyo,75
감혜정,64,tourism,incheon,tokyo,42
어우찬,10,business,jeju,saporo,41
원태이,71,tourism,incheon,tokyo,81
하정원,8,tourism,incheon,osaka,11
제지민,72,other,busan,tokyo,61
편이나,27,tourism,jeju,osaka,72
팽지원,34,business,incheon,fukuoka,58
명정민,69,business,kimpo,saporo,24
가은수,46,tourism,busan,tokyo,66
박시훈,20,business,jeju,fukuoka,57
현가인,35,other,jeju,fukuoka,85
최라희,45,tourism,incheon,tokyo,32
엄설,32,tourism,kimpo,tokyo,8
온서은,17,other,busan,tokyo,82
승주한,70,business,busan,osaka,14
송대현,1,tourism,jeju,saporo,50
문은비,71,tourism,jeju,fukuoka,19
장재희,22,tourism,incheon,osaka,60
민태현,39,tourism,busan,fukuoka,35
어준희,39,other,kimpo,saporo,40
감시연,0,tourism,busan,fukuoka,68
채주원,47,tourism,kimpo,fukuoka,69
소은준,21,business,jeju,fukuoka,59
탁정빈,59,business,kimpo,osaka,10
백세현,35,business,jeju,fukuoka,27
음예은,80,tourism,incheon,tokyo,60
송건우,18,other,kimpo,osaka,65
신서진,15,tourism,busan,saporo,74
남하빈,23,business,kimpo,tokyo,79
하지안,60,tourism,busan,osaka,54
맹채이,59,tourism,incheon,saporo,53
변동준,73,business,busan,saporo,47
어효원,50,tourism,incheon,osaka,74
옥지영,76,business,jeju,fukuoka,9
명민수,77,tourism,incheon,tokyo,19
가단우,73,business,kimpo,saporo,64
문유빈,73,other,kimpo,saporo,56
경상현,79,tourism,incheon,tokyo,53
권하진,25,other,incheon,fukuoka,9
공태준,30,business,kimpo,fukuoka,26
여재원,3,business,busan,saporo,70
홍유이,36,tourism,busan,tokyo,31
라하성,62,business,incheon,saporo,65
육해나,79,other,jeju,tokyo,33
노하준,1,tourism,incheon,osaka,6
금승우,73,other,busan,osaka,66
여건희,80,other,kimpo,fukuoka,47
라수진,55,other,busan,saporo,38
감시현,38,tourism,jeju,fukuoka,22
엄시현,36,tourism,kimpo,saporo,88
은하영,59,tourism,jeju,fukuoka,9
차호준,54,other,kimpo,fukuoka,55
상우현,60,business,kimpo,saporo,43
형승연,14,other,jeju,tokyo,22
마채은,35,business,kimpo,osaka,68
범민하,77,tourism,busan,osaka,70
양지한,62,other,incheon,fukuoka,41
정소윤,72,tourism,jeju,fukuoka,66
형경민,57,business,jeju,saporo,14
남연우,17,other,busan,tokyo,57
박태훈,19,tourism,jeju,fukuoka,80
노시온,36,tourism,incheon,osaka,62
온혜정,79,business,kimpo,saporo,52
권나은,4,business,jeju,saporo,45
빈승원,36,business,kimpo,saporo,71
편주호,71,other,incheon,osaka,76
류태율,30,business,kimpo,saporo,71
주시온,12,tourism,jeju,fukuoka,28
육사랑,3,business,incheon,osaka,52
성서희,19,other,incheon,osaka,5
지예은,0,tourism,jeju,saporo,46
추민결,59,other,busan,tokyo,20
피은혁,76,business,incheon,osaka,44
부정은,14,business,kimpo,tokyo,86
형은솔,43,tourism,kimpo,tokyo,44
함다영,42,tourism,kimpo,tokyo,20
태순기,22,business,incheon,saporo,57
성준수,53,other,jeju,saporo,2
모규현,53,business,busan,fukuoka,36
심예솔,4,business,busan,saporo,38
노유경,32,other,busan,saporo,83
도주한,26,other,jeju,tokyo,30
연연아,4,business,busan,saporo,40
우윤아,79,other,incheon,saporo,42
고성빈,5,business,busan,fukuoka,71
주지율,55,other,busan,fukuoka,77
엄예원,13,tourism,kimpo,osaka,16
차지웅,33,business,incheon,tokyo,56
차동우,56,other,kimpo,osaka,62
설승빈,4,business,jeju,tokyo,53
이지율,73,other,kimpo,osaka,38
범지호,49,business,incheon,tokyo,69
국은재,24,business,jeju,tokyo,34
라수혁,5,tourism,busan,fukuoka,29
양민영,36,business,busan,fukuoka,14
편도겸,5,other,incheon,tokyo,47
모수민,38,business,busan,saporo,65
설연재,66,tourism,busan,osaka,57
동연재,4,business,busan,fukuoka,71
봉소영,69,tourism,incheon,fukuoka,70
현가온,75,tourism,busan,saporo,35
염서희,62,other,busan,tokyo,27
조시온,34,other,kimpo,saporo,24
좌은준,72,business,incheon,fukuoka,44
허태준,25,tourism,busan,osaka,62
채나현,19,business,busan,osaka,43
금태인,5,tourism,jeju,fukuoka,85
유아준,79,tourism,busan,fukuoka,8
최지유,69,tourism,busan,fukuoka,65
손서린,8,business,incheon,tokyo,36
현준희,24,other,jeju,fukuoka,4
차예린,80,tourism,incheon,tokyo,23
견재혁,0,tourism,kimpo,fukuoka,33
남태은,25,tourism,kimpo,fukuoka,6
강태오,55,business,jeju,saporo,49
용주한,76,business,incheon,osaka,72
은이솔,19,other,kimpo,saporo,70
승연주,55,business,busan,fukuoka,28
음유진,43,tourism,busan,fukuoka,87
은호준,47,other,kimpo,osaka,48
문태은,22,other,incheon,tokyo,67
소은지,78,business,jeju,saporo,77
박채이,59,tourism,busan,fukuoka,21
형수민,49,tourism,incheon,tokyo,7
변준영,67,tourism,incheon,osaka,52
신도윤,44,business,kimpo,osaka,56
임지호,33,other,kimpo,fukuoka,14
황민건,38,other,busan,tokyo,34
변지원,63,other,incheon,saporo,11
나하린,41,tourism,jeju,fukuoka,25
차수진,71,tourism,incheon,osaka,51
국정현,41,other,kimpo,tokyo,80
옥고은,65,business,busan,saporo,52
채수빈,32,tourism,kimpo,osaka,83
가도연,18,other,incheon,osaka,75
배규민,65,tourism,incheon,osaka,81
갈효원,28,tourism,kimpo,tokyo,31
연태성,35,other,kimpo,osaka,64
두재율,12,tourism,jeju,saporo,38
한리안,77,tourism,kimpo,tokyo,6
나유나,5,other,jeju,osaka,52
사보미,70,tourism,kimpo,fukuoka,62
염혜민,35,other,busan,tokyo,17
권윤채,39,business,kimpo,osaka,60
채지율,72,business,kimpo,fukuoka,30
류윤건,75,tourism,jeju,saporo,37
조민서,55,other,busan,osaka,23
현하진,8,other,busan,tokyo,18
문라온,48,other,kimpo,tokyo,54
방유하,11,business,kimpo,osaka,35
설수진,23,other,kimpo,fukuoka,78
양재은,80,tourism,incheon,tokyo,76
서승윤,1,tourism,jeju,fukuoka,8
금정후,34,business,kimpo,tokyo,49
지서정,37,tourism,incheon,osaka,37
모호준,63,business,busan,tokyo,82
노준,35,other,kimpo,tokyo,44
승유성,61,tourism,jeju,saporo,67
갈서인,5,tourism,busan,osaka,88
나채율,57,business,incheon,saporo,89
김소미,43,other,jeju,tokyo,75
남현서,3,other,incheon,tokyo,37
용다율,53,tourism,jeju,fukuoka,14
금아윤,37,tourism,jeju,fukuoka,35
목재민,10,business,jeju,osaka,85
엄가온,44,business,kimpo,tokyo,24
안우진,63,other,incheon,fukuoka,37
임다희,39,business,jeju,osaka,80
감시우,77,business,jeju,tokyo,8
엄시준,18,business,jeju,tokyo,3
방시우,57,other,jeju,saporo,85
예하율,75,business,incheon,osaka,45
홍은호,43,business,kimpo,osaka,56
박설,21,business,jeju,fukuoka,25
시윤하,70,tourism,kimpo,fukuoka,45
온예슬,70,business,kimpo,osaka,75
진다온,31,business,kimpo,tokyo,48
유수연,33,other,kimpo,tokyo,19
천지안,44,tourism,jeju,saporo,5
추한결,30,other,incheon,saporo,15
시준현,70,business,jeju,tokyo,4
심하람,50,tourism,busan,osaka,34
예세아,50,other,kimpo,fukuoka,62
양지아,49,tourism,busan,osaka,56
방지호,32,business,incheon,tokyo,51
권이서,21,business,busan,fukuoka,76
진이한,15,other,incheon,saporo,3
강승빈,76,other,jeju,osaka,2
우도희,65,tourism,incheon,saporo,29
시도경,42,other,kimpo,osaka,85
편아인,33,tourism,kimpo,tokyo,41
은진서,28,tourism,busan,fukuoka,79
공유나,47,other,incheon,fukuoka,14
권연수,11,business,incheon,tokyo,26
진신우,76,other,busan,fukuoka,28
석승우,23,business,busan,osaka,1
석준수,52,tourism,busan,osaka,14
권경민,42,tourism,jeju,tokyo,13
송리원,60,tourism,jeju,saporo,45
고보민,75,other,busan,osaka,57
도하민,6,business,incheon,saporo,54
모도윤,22,other,jeju,osaka,45
유예주,16,business,kimpo,tokyo,50
부성윤,79,business,kimpo,fukuoka,54
구아라,1,other,incheon,fukuoka,63
추준형,24,business,incheon,tokyo,33
봉태연,59,other,incheon,fukuoka,29
나서원,48,tourism,jeju,fukuoka,27
음준서,66,other,busan,saporo,58
옥소정,61,business,jeju,saporo,69
육하민,25,business,jeju,tokyo,85
가다온,58,business,busan,osaka,21
명하랑,32,tourism,busan,tokyo,26
한주한,52,other,busan,tokyo,2
함다영,62,business,kimpo,tokyo,6
피건희,38,business,kimpo,osaka,30
송도희,46,business,incheon,saporo,3
오소연,72,tourism,jeju,osaka,43
승수아,31,tourism,kimpo,fukuoka,38
피유안,4,tourism,busan,saporo,67
민재호,42,tourism,incheon,saporo,68
민제인,17,tourism,incheon,osaka,89
변찬우,36,business,jeju,tokyo,33
임주현,78,tourism,incheon,tokyo,49
봉라희,57,business,busan,saporo,8
하준,17,business,incheon,osaka,77
서아인,32,business,busan,saporo,14
홍준수,67,tourism,kimpo,tokyo,50
상혜인,69,tourism,busan,osaka,86
강은유,36,other,busan,tokyo,72
가세희,70,other,busan,tokyo,58
민지연,45,business,busan,tokyo,45
방지오,77,tourism,kimpo,tokyo,36
간윤채,66,other,jeju,saporo,23
탁하은,80,business,incheon,osaka,87
소우현,52,other,incheon,fukuoka,80
편윤찬,68,business,kimpo,tokyo,41
손채율,22,tourism,jeju,saporo,54
추준,1,other,kimpo,fukuoka,39
박동혁,37,business,jeju,saporo,73
복해인,47,tourism,busan,saporo,2
석설,30,tourism,kimpo,saporo,73
심서희,36,other,incheon,saporo,20
채민건,10,tourism,incheon,osaka,89
정재희,34,business,incheon,osaka,58
부태이,69,other,incheon,osaka,72
가지효,42,business,kimpo,osaka,42
부서율,30,other,kimpo,osaka,83
간정우,67,business,busan,tokyo,20
