Name,Gender,Salary,Departments,Position
연이현,male,22119,design,intern
손지민,female,27667,marketing,header
노대현,male,3702,marketing,header
하도영,male,7077,marketing,assistant
한수호,male,20811,marketing,assistant
길지우,female,14916,advertising,manager
안지은,male,18688,marketing,assistant
차정훈,male,9207,marketing,assistant
간민주,male,23656,finance,assistant
명민서,male,16018,IT,manager
권도경,male,25917,marketing,assistant
시준희,female,14649,IT,assistant
도승민,female,8390,advertising,manager
태혜진,male,6209,marketing,assistant
여종현,female,19506,IT,header
하준,female,7883,marketing,assistant
맹동규,male,6095,design,assistant
단진혁,male,12501,finance,assistant
진가온,male,12823,IT,assistant
형하윤,male,10302,marketing,assistant
황우진,male,12719,advertising,header
박우진,female,6710,advertising,assistant
최시안,male,6057,finance,manager
성수민,female,8826,finance,manager
기준현,male,21948,advertising,assistant
현은지,male,19866,advertising,manager
천혜빈,female,8007,IT,manager
공다율,male,24961,finance,manager
모효은,female,21968,IT,header
두시완,male,7114,marketing,assistant
명채영,male,9063,finance,assistant
공소담,female,19041,marketing,assistant
예은설,female,29566,marketing,manager
임정빈,female,11846,design,assistant
간수현,female,10211,design,manager
시온유,male,16628,advertising,manager
나성윤,female,22500,marketing,header
동승윤,male,26841,marketing,intern
감정현,female,6290,marketing,header
주하온,male,25823,marketing,manager
송서연,male,9841,finance,assistant
안영민,female,5732,IT,assistant
문이안,male,20166,design,assistant
차수민,female,28041,marketing,manager
오지아,female,16376,advertising,assistant
민세빈,male,28446,marketing,assistant
맹유림,male,25681,marketing,manager
손도아,male,21269,marketing,manager
견태민,male,23053,marketing,assistant
차수정,male,19676,marketing,manager
신소민,male,22312,marketing,assistant
백한별,male,28621,marketing,header
노하랑,female,19780,IT,assistant
연하람,female,17671,IT,assistant
오상우,male,17610,finance,assistant
간현호,female,22349,IT,manager
나시현,male,25576,marketing,intern
차예주,male,4000,marketing,manager
원윤지,female,16641,marketing,assistant
연이나,male,28865,marketing,assistant
변성윤,female,19148,marketing,assistant
마은성,male,24117,marketing,manager
성지민,male,5170,advertising,assistant
어지유,female,7003,marketing,assistant
차다솜,male,4018,marketing,intern
박도현,female,14365,marketing,assistant
시유하,male,4015,marketing,manager
범세연,male,5561,marketing,header
은은호,female,25366,marketing,assistant
빈태연,female,4423,design,intern
김예은,male,25910,marketing,manager
형준희,female,27590,IT,assistant
최예찬,male,25786,IT,assistant
견정우,female,18950,advertising,assistant
견동하,female,15760,marketing,intern
현하준,male,27215,design,header
복동규,female,9283,IT,manager
은은성,female,20069,marketing,manager
한민찬,male,10765,marketing,header
하이한,male,13987,marketing,header
심민정,male,22362,advertising,assistant
석종현,female,28935,marketing,header
권진혁,male,18983,marketing,manager
제가온,male,11817,marketing,manager
범재훈,female,21226,marketing,assistant
손주원,female,6415,marketing,header
선나경,male,25256,marketing,assistant
봉이현,male,3804,marketing,assistant
상승윤,male,21722,marketing,assistant
심서빈,male,20823,marketing,manager
설이안,male,6834,design,manager
국서진,female,22663,advertising,assistant
고다영,male,25722,marketing,assistant
배승찬,male,20656,marketing,header
남준영,female,28639,marketing,assistant
류선우,male,15255,marketing,intern
조예준,female,24761,advertising,assistant
여하음,male,21393,marketing,manager
명이안,female,12699,marketing,header
갈윤지,male,15721,IT,intern
인아름,female,12922,finance,manager
복하늘,female,4698,marketing,assistant
염채은,female,8740,advertising,header
당시안,male,21833,advertising,assistant
송서빈,female,14254,advertising,intern
안도은,male,14788,marketing,assistant
염유안,female,5251,finance,assistant
인지수,female,22453,marketing,header
견소은,male,9601,advertising,manager
당서우,female,3004,advertising,manager
어건후,female,13855,marketing,header
가산,male,26437,IT,manager
시승재,female,4920,marketing,manager
어은빈,male,14960,design,intern
임혜정,male,18940,IT,assistant
한하율,male,4947,marketing,assistant
허하율,female,5148,marketing,manager
전승호,female,8673,IT,intern
양재희,female,9844,design,intern
강준영,male,19920,IT,manager
설채영,female,26876,advertising,assistant
선정현,female,11588,marketing,assistant
복주은,female,21900,marketing,header
추승주,female,5228,IT,header
좌예솔,female,26501,marketing,assistant
우윤하,male,8923,advertising,assistant
심수민,female,22897,marketing,header
도도연,male,25114,advertising,manager
호예준,female,8941,IT,manager
맹라윤,male,18454,finance,manager
기도겸,female,19265,finance,intern
하정윤,female,10626,advertising,manager
구로이,female,20764,advertising,manager
빈유하,female,7362,finance,assistant
경도아,male,21194,advertising,manager
은승아,male,5723,marketing,assistant
길현우,male,21516,advertising,manager
제리아,female,18455,advertising,intern
추은우,male,7934,advertising,assistant
우수혁,male,28390,advertising,manager
제수지,female,4712,marketing,manager
설선율,male,17029,marketing,assistant
표아연,female,16953,design,assistant
양희원,female,15398,finance,assistant
정지은,male,28331,design,assistant
지재윤,male,18999,advertising,header
한상우,male,8994,design,manager
양다연,female,23681,marketing,manager
유아인,female,24474,IT,assistant
반서빈,female,15063,advertising,assistant
은영우,female,9655,advertising,assistant
석율,male,26438,advertising,manager
조채원,female,3825,finance,assistant
모세영,female,29864,IT,assistant
남소이,male,26209,finance,assistant
홍준,female,18897,advertising,manager
옥시윤,male,9171,marketing,assistant
구승우,male,20320,marketing,assistant
부성윤,male,4850,marketing,assistant
안민정,female,24045,design,intern
진별,male,18859,design,intern
한태리,male,25696,marketing,assistant
송현아,male,5913,advertising,assistant
최하랑,male,20596,marketing,assistant
갈민정,male,19736,marketing,assistant
형별,female,25527,finance,manager
염승빈,male,22194,finance,manager
복지호,female,25350,advertising,assistant
범윤서,female,7836,marketing,assistant
여주완,female,24002,marketing,assistant
복승준,male,10657,marketing,assistant
신유하,male,3734,marketing,manager
은하진,male,26630,marketing,assistant
명재희,female,13744,marketing,manager
유지은,male,13649,design,assistant
봉혜정,male,10092,marketing,header
최우빈,male,29479,IT,header
인현서,male,15139,design,manager
성현빈,male,26399,marketing,assistant
지성준,female,4274,marketing,assistant
옥성우,male,27794,marketing,assistant
라지아,male,27442,marketing,assistant
박예림,female,24229,marketing,manager
탁세훈,female,28507,marketing,header
두효준,male,7135,IT,assistant
경채민,female,25599,design,assistant
인지안,male,4091,advertising,assistant
송우주,female,22959,finance,assistant
구예준,female,8281,advertising,header
지소희,female,5380,marketing,assistant
봉제이,male,29246,marketing,header
탁시현,male,24836,IT,manager
노지우,male,21185,IT,manager
예태연,male,18835,advertising,intern
예정원,male,12653,marketing,manager
육은찬,male,17101,advertising,assistant
당라윤,female,7921,marketing,assistant
전한울,male,7307,advertising,assistant
설시우,male,11943,marketing,assistant
어민서,male,9097,marketing,assistant
안우성,male,3366,advertising,manager
제유리,male,14091,design,assistant
이로아,male,18989,design,assistant
염채은,female,7567,marketing,manager
최규빈,male,17385,marketing,assistant
음지후,female,19887,finance,manager
용승민,male,26716,design,assistant
피재하,male,13100,finance,header
위하민,male,27643,marketing,manager
왕제이,male,18050,marketing,manager
류상윤,female,26561,marketing,header
팽세현,male,18589,IT,assistant
홍시준,male,16521,marketing,manager
맹지아,male,14018,advertising,manager
구윤주,male,4198,marketing,manager
윤이든,female,27986,marketing,assistant
한도윤,female,7318,finance,assistant
왕승찬,female,12862,advertising,assistant
천소민,female,12024,advertising,manager
인채현,male,21025,marketing,manager
편지용,male,12028,advertising,manager
배승빈,female,25600,marketing,assistant
변시환,male,28110,marketing,manager
양건희,male,9427,marketing,manager
육라윤,male,11372,marketing,intern
명성준,male,23387,advertising,assistant
갈라희,female,28444,finance,manager
임우성,female,20240,marketing,intern
동태하,male,20970,marketing,assistant
육하나,male,8257,advertising,assistant
간서후,female,28173,marketing,intern
호은설,female,20365,marketing,manager
허이안,male,4915,design,assistant
승선우,male,22811,marketing,header
민정윤,female,11498,marketing,manager
엄정후,female,3436,IT,intern
어시현,female,11588,design,manager
배요한,male,6150,IT,manager
태재인,male,18718,marketing,manager
정원준,male,12359,IT,assistant
배연우,male,9322,advertising,assistant
진현호,male,15801,marketing,manager
목효준,female,5065,marketing,assistant
성은수,male,25359,marketing,assistant
태규빈,male,24318,advertising,assistant
차성훈,female,27751,advertising,header
라채은,male,17940,marketing,manager
길다온,male,28018,marketing,assistant
임루아,female,14200,marketing,assistant
허민아,male,25268,design,intern
홍가람,female,23938,marketing,intern
온민채,female,17534,marketing,manager
함서준,male,5947,marketing,manager
차우빈,male,15969,marketing,assistant
인윤지,male,4294,finance,assistant
금가은,male,22914,design,assistant
구정빈,female,12586,marketing,intern
문지훈,male,3913,marketing,manager
조현석,female,16035,marketing,assistant
주은성,female,27345,marketing,header
우소이,female,28081,design,assistant
장재이,male,6401,advertising,assistant
동지온,male,24350,design,assistant
문민재,male,18402,marketing,manager
견윤건,female,27152,marketing,manager
모지은,male,29979,marketing,assistant
갈로이,female,15020,finance,manager
국가온,female,11412,marketing,header
구설,male,17793,marketing,manager
마현지,male,4415,design,manager
진주하,male,28113,IT,manager
강윤재,male,28166,marketing,manager
방석현,female,24697,advertising,intern
양유림,female,15137,IT,header
인세준,female,15414,marketing,assistant
용윤재,female,10304,marketing,assistant
하우준,male,8888,finance,assistant
류승아,female,9666,marketing,manager
원소연,male,21045,finance,assistant
성연아,male,7284,IT,intern
마지웅,female,12921,marketing,assistant
서유빈,male,8928,marketing,assistant
전우진,male,16562,marketing,assistant
진정원,male,9111,marketing,assistant
박은수,female,8791,advertising,assistant
음동윤,male,8297,marketing,assistant
상유하,male,8981,marketing,manager
여이든,male,11445,finance,manager
경건,male,8455,advertising,assistant
선시우,female,21850,advertising,assistant
용예은,female,26005,marketing,assistant
표서인,female,27063,marketing,assistant
이수빈,male,11775,IT,assistant
안민아,male,26477,design,assistant
모도은,female,20932,finance,manager
부준원,male,25756,advertising,header
연진호,male,16602,IT,manager
이윤지,male,17302,advertising,manager
염유민,female,19363,finance,manager
배연아,male,7436,marketing,manager
남태환,male,15178,advertising,assistant
봉지호,female,26210,marketing,assistant
박예주,male,23426,marketing,intern
곽하율,male,10343,marketing,intern
안도겸,female,20067,IT,intern
태승찬,female,26533,design,manager
천지연,male,17625,advertising,assistant
두지훈,male,22472,marketing,assistant
맹서은,female,15113,design,intern
문진우,male,26212,advertising,manager
안건호,female,18410,advertising,assistant
왕민호,female,26653,finance,manager
예상민,female,10333,marketing,assistant
피하성,female,5923,IT,manager
은가현,male,29442,design,assistant
사순기,female,24579,advertising,assistant
사예인,male,7036,advertising,assistant
목지우,male,12849,marketing,assistant
부태준,male,12173,finance,header
간윤찬,female,11646,marketing,assistant
손승윤,male,16948,finance,manager
인민경,male,9213,marketing,assistant
피나율,male,19078,IT,assistant
공건희,male,27882,advertising,assistant
호승훈,male,4532,advertising,assistant
오진호,male,12704,finance,manager
함상현,female,10627,marketing,manager
추하리,male,24763,advertising,assistant
호선우,male,28332,marketing,assistant
복도경,male,4676,marketing,assistant
진하율,female,8619,advertising,assistant
석서연,male,14094,advertising,manager
왕시연,female,9054,design,header
이하랑,female,14240,marketing,assistant
전예은,female,24798,marketing,assistant
현단비,female,8364,design,assistant
라효준,male,15558,marketing,intern
백상우,male,28449,finance,header
강하율,female,24845,marketing,assistant
당로이,male,18795,marketing,manager
복현서,male,24205,marketing,assistant
명태성,female,23892,IT,assistant
석민성,female,29671,marketing,assistant
위규민,male,4932,IT,manager
임소현,female,12643,marketing,header
민정훈,male,17643,advertising,assistant
가정훈,male,27086,marketing,assistant
진하엘,male,19621,marketing,assistant
서도훈,male,11689,marketing,manager
박지민,male,19874,marketing,header
천하늘,male,15187,IT,header
감예찬,male,28942,IT,manager
권세아,male,15413,advertising,assistant
위이솔,female,27301,design,assistant
예연우,male,25181,marketing,header
변유이,male,13454,advertising,manager
허하람,male,8858,marketing,manager
남제인,male,27516,marketing,assistant
문산,female,4901,marketing,header
모승찬,male,7860,marketing,intern
두지율,female,14822,marketing,assistant
맹태윤,female,21567,finance,manager
엄도영,male,8692,marketing,assistant
권하람,male,19651,design,manager
장준영,male,24725,marketing,assistant
황세린,male,24198,marketing,assistant
류윤슬,male,27038,marketing,manager
제하랑,male,10418,advertising,intern
박라엘,female,3040,design,assistant
성단우,male,8590,IT,header
노여진,male,10060,advertising,assistant
우정빈,male,25591,marketing,assistant
하하나,male,29641,marketing,assistant
백태성,female,3906,design,manager
주준형,male,18003,marketing,header
옥설아,male,13317,advertising,manager
차지후,female,10430,marketing,intern
장상윤,female,23161,marketing,manager
두상윤,male,26612,advertising,assistant
모미소,male,4676,marketing,intern
함지후,male,20600,design,assistant
송유찬,female,16507,marketing,manager
방서린,male,26272,design,assistant
백시완,male,19958,marketing,manager
강시완,female,23791,marketing,assistant
사건희,female,29014,marketing,manager
김하랑,male,27020,advertising,manager
연민서,female,24844,marketing,manager
추설아,male,25392,marketing,assistant
왕루아,male,9635,advertising,manager
주서우,female,25556,marketing,assistant
옥예린,female,29310,finance,header
형영우,female,5928,IT,manager
어선호,male,12548,marketing,manager
최하랑,male,4929,finance,assistant
정하영,female,11657,design,intern
박시우,female,13413,marketing,intern
국윤찬,female,23936,advertising,assistant
노준희,male,27149,marketing,assistant
소성현,female,15503,advertising,header
나재희,male,27154,design,header
연시윤,male,20507,finance,manager
손세훈,female,4702,IT,assistant
상가인,male,21308,design,assistant
국민서,female,18963,marketing,assistant
고성진,male,25044,marketing,manager
윤지민,male,28806,marketing,manager
오하늘,male,14113,design,intern
도윤성,male,4328,marketing,assistant
허도원,female,26191,marketing,assistant
나혜원,female,15620,design,assistant
도하영,female,28717,design,intern
전이안,male,17062,marketing,assistant
문신우,female,5146,marketing,assistant
온시온,female,10548,IT,assistant
차이한,female,15451,marketing,manager
민지웅,female,19392,advertising,manager
박성현,male,24400,marketing,manager
범은별,female,28491,marketing,intern
국서원,male,23455,finance,assistant
길수현,male,11807,marketing,intern
김이나,female,3196,marketing,header
심동건,male,7921,marketing,manager
손해준,male,8031,marketing,assistant
편지운,male,7209,marketing,assistant
양선우,female,24708,finance,manager
위우진,male,23826,design,header
단채빈,male,25121,marketing,assistant
빈새봄,male,24471,IT,header
동유진,male,21579,advertising,intern
성진서,male,20825,marketing,assistant
맹현아,male,8650,marketing,header
류서현,male,26007,marketing,header
선아영,female,28962,design,manager
온재호,male,13923,marketing,intern
천제이,male,6988,marketing,intern
주현석,female,25086,design,assistant
허아준,male,20628,marketing,manager
함혜진,male,15778,marketing,assistant
동태연,male,23108,marketing,intern
민사랑,male,10975,marketing,header
길태하,female,20137,IT,manager
팽유리,male,18153,marketing,intern
목수정,female,22315,marketing,assistant
반하윤,male,10953,design,assistant
임은성,male,21388,marketing,assistant
채지환,female,16778,marketing,assistant
표현호,female,26699,advertising,manager
맹소민,male,26619,marketing,assistant
왕동훈,male,8967,marketing,manager
심유나,male,28383,marketing,intern
장승재,male,28068,marketing,assistant
길하윤,female,13403,marketing,assistant
유소율,male,9495,finance,manager
하채아,female,11482,IT,intern
부다현,male,8290,advertising,manager
구유건,female,5081,marketing,intern
하아인,male,25783,marketing,header
동서아,male,23030,advertising,assistant
주리안,male,8525,IT,assistant
함승훈,male,6480,marketing,assistant
맹이현,male,28463,IT,manager
왕연지,female,11918,marketing,manager
유다빈,male,28194,marketing,manager
고태은,female,13946,marketing,manager
백연우,male,19280,marketing,intern
옥준원,female,9016,advertising,assistant
우성원,female,6140,IT,manager
승영준,male,27761,IT,assistant
범수아,male,16052,advertising,manager
표수빈,male,5022,advertising,manager
여시후,male,4212,marketing,manager
채재희,male,10142,IT,assistant
민재준,male,3068,IT,assistant
천시헌,male,25371,marketing,assistant
예지호,female,3836,advertising,assistant
왕주한,male,23039,advertising,assistant
강가윤,female,28135,IT,manager
표태희,male,16564,finance,assistant
연아린,male,16363,marketing,assistant
인가연,female,7697,design,header
심은수,female,28532,marketing,assistant
경정연,male,29390,marketing,assistant
팽채빈,male,4528,advertising,manager
여제인,male,15557,advertising,assistant
선하랑,male,14354,advertising,assistant
손시우,male,27566,marketing,intern
백수호,male,16289,advertising,manager
임경민,male,23895,marketing,manager
함은성,female,20563,advertising,assistant
소태훈,female,8904,IT,assistant
탁규현,male,21848,advertising,intern
범현호,female,7756,advertising,assistant
편서호,male,26240,advertising,assistant
봉서호,female,25624,marketing,header
차세영,female,4430,design,manager
맹유찬,female,27507,marketing,manager
부나윤,male,8411,finance,assistant
민규리,female,12292,IT,manager
변성빈,female,11626,advertising,assistant
주석현,female,22289,advertising,manager
윤재윤,male,14819,finance,assistant
인수현,female,9834,marketing,assistant
제민정,female,16999,IT,assistant
구은준,male,7111,marketing,assistant
음시현,female,16277,marketing,assistant
형도율,male,14938,advertising,intern
노준형,male,10013,marketing,assistant
백동윤,male,6412,advertising,assistant
구예찬,female,28287,marketing,manager
좌호준,male,4492,marketing,assistant
가세현,male,26922,marketing,manager
양진서,female,19527,IT,manager
도시우,male,24538,marketing,assistant
남가람,female,16565,finance,assistant
이주완,male,21863,advertising,intern
변영준,male,11887,advertising,assistant
인영준,female,3377,marketing,assistant
이은서,male,26193,marketing,manager
시승찬,male,3594,marketing,assistant
목은율,female,24580,marketing,header
갈지호,male,20293,marketing,assistant
승현빈,male,3785,marketing,assistant
육하윤,male,10580,marketing,assistant
채태은,male,25609,advertising,manager
권준현,female,17849,marketing,manager
사윤재,male,5070,marketing,assistant
길태인,male,12659,marketing,assistant
기연아,male,13936,marketing,assistant
염영준,female,20304,marketing,assistant
나아윤,male,20857,marketing,header
석도연,male,23248,marketing,assistant
엄보경,female,9770,finance,manager
모민하,male,4276,design,intern
용정현,female,26726,marketing,manager
안민우,female,4804,marketing,assistant
선유진,female,26323,marketing,assistant
위도훈,male,12532,marketing,manager
양효은,male,13122,marketing,manager
양유빈,female,26807,marketing,manager
임은재,male,8681,marketing,assistant
예재희,male,5850,marketing,intern
육주현,male,12105,marketing,assistant
육지율,male,27214,marketing,assistant
은하람,male,17105,marketing,assistant
최하민,male,14855,design,manager
경지온,male,19228,marketing,assistant
피시우,male,19975,marketing,assistant
금효원,male,8492,marketing,assistant
왕승민,female,10894,IT,assistant
송윤채,female,17566,marketing,manager
기지한,male,12558,marketing,manager
은은지,male,27991,marketing,assistant
갈은율,male,13433,finance,assistant
사세준,female,12786,marketing,assistant
표승주,male,13592,marketing,assistant
하정원,male,14902,finance,manager
호채희,male,9566,IT,assistant
호수현,female,10749,advertising,intern
성예원,male,14647,IT,manager
간하율,female,6163,marketing,manager
동재호,female,16411,advertising,manager
장채민,male,17678,marketing,assistant
사라온,male,19707,marketing,manager
설시은,male,15713,marketing,assistant
팽정훈,male,6387,marketing,manager
반다윤,male,20751,marketing,intern
복시호,female,12687,marketing,manager
형승원,female,27806,marketing,manager
천로이,female,23938,advertising,assistant
노강현,female,8900,marketing,intern
태예솔,female,10203,advertising,header
부유성,female,6984,marketing,header
예서우,male,12772,advertising,assistant
좌윤,female,17261,marketing,assistant
상태이,female,24403,marketing,manager
송혜민,female,28789,finance,intern
현소은,female,4883,design,manager
사시윤,female,8437,advertising,manager
표성진,male,29164,IT,assistant
위이나,male,4725,advertising,assistant
추슬아,female,28821,advertising,assistant
황유림,female,13974,finance,header
원은채,female,18742,marketing,assistant
손태희,female,27031,advertising,header
고지현,female,19788,design,manager
전하음,female,19608,finance,manager
은세빈,male,10771,marketing,intern
손이준,male,16814,IT,manager
남연수,female,13930,marketing,assistant
황다은,female,20391,marketing,manager
사윤찬,male,14791,marketing,assistant
구태윤,female,9149,marketing,manager
이유은,female,26654,finance,manager
권아연,male,3475,marketing,assistant
공승준,male,29601,marketing,intern
표정원,female,10079,advertising,assistant
시규빈,male,28705,marketing,manager
양준희,male,8204,marketing,manager
선유준,female,7231,marketing,manager
가정원,male,22053,design,assistant
남재호,male,24806,marketing,assistant
시현진,female,13172,advertising,assistant
연예림,female,19964,marketing,manager
우보경,male,29121,marketing,assistant
문하람,male,4050,marketing,assistant
피은우,female,27348,marketing,assistant
추이안,male,17422,advertising,assistant
홍찬영,male,5341,design,assistant
위서은,female,4660,marketing,assistant
견서준,female,25857,marketing,manager
전채영,male,20105,marketing,assistant
문시완,female,14998,finance,intern
승은율,male,10455,IT,assistant
선선우,female,16917,marketing,assistant
단정민,female,29830,advertising,manager
피다윤,female,28386,IT,header
추지원,male,26361,advertising,manager
여찬우,male,14184,IT,assistant
우세인,male,10210,finance,manager
기시우,male,3798,advertising,manager
간재윤,female,23164,marketing,assistant
천이한,female,13765,design,assistant
팽재희,male,6398,marketing,assistant
서채이,female,6645,advertising,manager
윤하성,female,23302,marketing,assistant
손다영,male,24186,marketing,assistant
우지온,female,6712,marketing,assistant
길은별,female,3923,advertising,assistant
석율,male,26830,marketing,manager
맹민채,male,24976,marketing,header
육태경,female,23979,IT,manager
기정훈,female,5938,marketing,manager
부민솔,female,28582,marketing,assistant
구규빈,male,28119,finance,assistant
위민솔,male,13787,marketing,manager
변우찬,male,12103,marketing,assistant
현승준,female,24644,finance,assistant
류윤재,male,28513,design,manager
표서우,female,6767,marketing,manager
하설,male,8268,marketing,assistant
엄서하,female,16522,finance,intern
명재하,female,13737,IT,manager
방호진,female,15700,advertising,manager
천서진,male,8228,marketing,manager
주민주,male,25599,marketing,assistant
허라엘,female,27605,advertising,assistant
옥해나,male,11043,advertising,manager
민유안,female,22097,finance,assistant
윤재하,male,28903,finance,assistant
시수현,female,16583,marketing,assistant
방아인,female,27612,marketing,manager
탁채율,female,19335,advertising,assistant
형서호,male,24864,marketing,manager
선한결,male,19305,design,assistant
엄민주,male,10956,marketing,assistant
권재민,female,16873,finance,assistant
팽가연,male,28311,marketing,assistant
가동훈,male,11506,marketing,assistant
상도훈,male,20692,marketing,assistant
형보미,male,24646,marketing,assistant
당다빈,female,3597,design,assistant
박유안,male,4937,marketing,manager
윤가영,male,26101,marketing,assistant
이태양,male,23482,marketing,manager
곽여원,male,25172,finance,assistant
단이현,male,4137,marketing,manager
명세준,female,21324,finance,assistant
견태성,male,27224,marketing,assistant
배보경,male,17790,marketing,manager
편태린,female,14934,marketing,manager
우지용,female,19008,marketing,manager
원태하,male,6247,marketing,assistant
음재은,male,21940,marketing,assistant
하희원,female,16815,IT,assistant
함주한,female,28276,marketing,intern
두성원,female,24704,IT,manager
염준형,female,24502,design,assistant
부은빈,male,25921,marketing,assistant
홍보민,male,19252,design,assistant
이지안,male,10350,marketing,assistant
복나린,male,3165,marketing,assistant
라은호,male,14933,finance,manager
왕주한,male,23277,marketing,assistant
장준현,female,3994,advertising,manager
오지온,male,22086,advertising,manager
견종현,male,19705,marketing,manager
백다연,male,14868,marketing,assistant
빈로운,male,22013,IT,intern
주이나,female,29577,advertising,manager
강연준,male,7370,marketing,assistant
임은솔,female,24288,advertising,intern
여준원,male,25043,marketing,manager
사태린,male,25948,marketing,manager
문건후,female,8141,IT,manager
반재율,male,27098,finance,manager
반건,male,14015,advertising,assistant
나진서,male,6514,advertising,manager
우채율,female,15015,IT,assistant
권로이,male,18079,IT,assistant
봉준형,male,25043,finance,manager
단유성,male,7269,design,manager
용효원,female,29266,marketing,assistant
추설,female,9000,design,manager
강지후,male,28498,marketing,assistant
임지웅,male,3037,marketing,manager
염시우,male,8758,marketing,manager
방채율,female,20433,marketing,assistant
봉지혜,female,5034,finance,intern
당현수,female,8443,marketing,assistant
견태영,male,12521,marketing,header
채이현,female,8869,advertising,assistant
어소은,female,7133,design,manager
온은재,male,3999,marketing,assistant
한재원,male,19406,marketing,manager
좌윤우,female,10473,advertising,assistant
천하율,female,15344,advertising,manager
노이서,male,27830,marketing,manager
기태인,male,29510,marketing,assistant
팽지원,female,23276,marketing,manager
도연우,female,4822,marketing,manager
한주은,male,3079,marketing,assistant
엄채율,male,16220,advertising,assistant
윤태영,male,26570,finance,assistant
라지환,female,26666,marketing,manager
차현진,male,19457,marketing,assistant
마동혁,male,26334,marketing,assistant
시세은,male,22179,marketing,assistant
은이나,female,21521,advertising,manager
명시후,female,27502,marketing,assistant
소준혁,female,8220,marketing,assistant
복윤지,male,8449,marketing,assistant
맹은채,female,21486,marketing,manager
손상현,male,21741,marketing,manager
표성민,male,22671,marketing,assistant
최서현,male,18191,IT,assistant
허지온,female,25378,marketing,manager
고태환,female,15948,marketing,assistant
위소이,male,23910,advertising,intern
안가영,male,10043,finance,assistant
안채이,female,19155,marketing,intern
주윤주,male,10885,marketing,intern
양시헌,female,5029,advertising,header
방세아,male,11178,marketing,assistant
조세희,male,23186,marketing,assistant
천준성,female,5402,finance,assistant
심승원,male,8632,marketing,assistant
가예원,male,25096,advertising,assistant
옥희원,male,17328,IT,assistant
나주영,female,24277,advertising,header
임현수,male,5670,marketing,manager
류서린,male,17974,marketing,manager
방채현,female,26186,advertising,manager
가채희,male,19457,marketing,header
도수인,male,15233,IT,assistant
노나율,male,10063,marketing,assistant
방준후,male,11926,IT,assistant
단민주,male,9785,finance,assistant
라라온,female,9857,design,manager
주민아,male,12256,finance,manager
신유림,male,9881,advertising,manager
반현호,male,8896,marketing,assistant
신수혁,female,29203,design,intern
신하늘,female,13299,advertising,assistant
여서연,male,24872,marketing,assistant
박하린,female,7896,advertising,assistant
복단아,male,21064,marketing,assistant
권우현,male,5108,finance,manager
갈태연,female,17343,advertising,assistant
송고은,male,13498,marketing,assistant
편예담,male,4791,marketing,assistant
천율,male,17059,IT,manager
원재원,male,17892,marketing,assistant
피현수,male,14690,marketing,header
소유현,female,27709,advertising,assistant
김아린,female,25608,marketing,intern
기은비,female,6593,marketing,assistant
권규민,male,10033,finance,manager
인나현,male,24142,IT,assistant
두해인,male,24379,marketing,intern
성지성,male,5576,advertising,intern
옥설아,male,8224,marketing,assistant
빈예인,male,18685,marketing,assistant
팽준혁,female,16398,finance,manager
당가영,male,20530,advertising,assistant
은범준,female,11120,marketing,assistant
원은빈,male,5763,design,assistant
류정현,male,29744,design,assistant
김주희,male,23458,marketing,assistant
우현준,male,3077,marketing,assistant
당범준,male,8575,marketing,assistant
송우빈,male,9488,marketing,assistant
강채이,female,19896,advertising,assistant
편서연,male,21001,IT,assistant
예지우,male,6313,marketing,intern
고가윤,male,25827,marketing,intern
강고은,female,5245,IT,manager
음아라,male,3658,marketing,manager
한재이,male,25134,IT,header
심진혁,male,10040,IT,assistant
유민결,female,20881,finance,manager
남민서,male,22322,marketing,manager
조유림,male,18739,advertising,assistant
전재인,female,20822,design,intern
고한율,male,14790,marketing,assistant
민시훈,male,19326,marketing,assistant
이수인,male,27419,marketing,assistant
홍소정,male,18678,advertising,assistant
임도겸,male,28303,marketing,assistant
나하윤,male,28692,advertising,assistant
황은빈,male,12881,marketing,assistant
노태환,male,22757,design,assistant
탁재희,male,5394,design,manager
탁지윤,female,13767,marketing,intern
차호진,female,16873,marketing,header
갈대현,male,14790,marketing,assistant
봉현아,male,11904,marketing,header
류경민,male,27656,design,assistant
사하리,female,4510,finance,assistant
곽세현,female,18184,design,header
함유경,male,18814,marketing,assistant
장성준,male,17171,marketing,header
사다인,female,10072,advertising,assistant
오도율,male,29512,marketing,assistant
형재율,male,25449,design,header
태가은,male,15502,marketing,assistant
길아인,male,29794,marketing,assistant
어상민,male,12984,marketing,assistant
홍민서,male,27928,design,assistant
홍도영,male,29086,marketing,header
상재이,female,6357,advertising,manager
채원준,female,11711,marketing,manager
진라온,male,15234,marketing,manager
국재현,female,26805,marketing,assistant
변은수,female,13148,marketing,manager
연준형,female,5368,marketing,manager
손하랑,male,26284,marketing,header
심시우,male,13384,advertising,header
빈준영,female,28121,marketing,assistant
견제인,female,24295,marketing,intern
복정훈,female,6775,advertising,manager
최서빈,female,28616,advertising,manager
경예은,male,6002,IT,assistant
고여원,female,11752,IT,manager
성이든,male,27720,marketing,assistant
모새봄,female,16122,finance,assistant
최세현,male,13280,advertising,manager
신연지,male,22039,marketing,assistant
신민건,male,8137,advertising,assistant
은동우,male,9507,marketing,assistant
천채율,female,10789,marketing,assistant
편효은,female,25136,marketing,assistant
옥민서,female,15162,finance,assistant
경시헌,male,8494,marketing,assistant
범민재,male,7675,marketing,assistant
